City,County,Year,Month,Temp
New Ulm,Brown,2016,10,50.5
New Ulm,Brown,2016,11,41.9
New Ulm,Brown,2016,12,17.6
Owatonna,Steele,2007,1,18.5
Owatonna,Steele,2007,2,9.4
Owatonna,Steele,2007,3,35.2
Owatonna,Steele,2007,4,44.8
Owatonna,Steele,2007,5,62.3
Owatonna,Steele,2007,6,69.9
Owatonna,Steele,2007,7,72.2
Owatonna,Steele,2007,8,70.7
Owatonna,Steele,2007,9,63.5
Owatonna,Steele,2007,10,53.5
Owatonna,Steele,2007,11,33.6
Owatonna,Steele,2007,12,15.2
Owatonna,Steele,2008,1,9.8
Owatonna,Steele,2008,2,12.5
Owatonna,Steele,2008,3,26.9
Owatonna,Steele,2008,4,41.9
Owatonna,Steele,2008,5,55.2
Owatonna,Steele,2008,6,66.6
Owatonna,Steele,2008,7,72.6
Owatonna,Steele,2008,8,69.3
Owatonna,Steele,2008,9,63.1
Owatonna,Steele,2008,10,48.8
Owatonna,Steele,2008,11,34.8
Owatonna,Steele,2008,12,12.5
Owatonna,Steele,2009,1,6.8
Owatonna,Steele,2009,2,19.1
Owatonna,Steele,2009,3,30.6
Owatonna,Steele,2009,4,45.2
Owatonna,Steele,2009,5,57
Owatonna,Steele,2009,6,65.4
Owatonna,Steele,2009,7,66.5
Owatonna,Steele,2009,8,66.7
Owatonna,Steele,2009,9,64.3
Owatonna,Steele,2009,10,42
Owatonna,Steele,2009,11,40.9
Owatonna,Steele,2009,12,15.8
Owatonna,Steele,2010,1,7.1
Owatonna,Steele,2010,2,12.9
Owatonna,Steele,2010,3,35.6
Owatonna,Steele,2010,4,53
Owatonna,Steele,2010,5,58.4
Owatonna,Steele,2010,6,66.9
Owatonna,Steele,2010,7,73.3
Owatonna,Steele,2010,8,73.8
Owatonna,Steele,2010,9,59
Owatonna,Steele,2010,10,51.7
Owatonna,Steele,2010,11,33.6
Owatonna,Steele,2010,12,13.6
Owatonna,Steele,2011,1,9.2
Owatonna,Steele,2011,2,16.1
Owatonna,Steele,2011,3,27
Owatonna,Steele,2011,4,43.5
Owatonna,Steele,2011,5,56.4
Owatonna,Steele,2011,6,67.8
Owatonna,Steele,2011,7,76.5
Owatonna,Steele,2011,8,70.6
Owatonna,Steele,2011,9,59.6
Owatonna,Steele,2011,10,52.3
Owatonna,Steele,2011,11,37.5
Owatonna,Steele,2011,12,25.1
Owatonna,Steele,2012,1,21.7
Owatonna,Steele,2012,2,26.6
Owatonna,Steele,2012,3,47.1
Owatonna,Steele,2012,4,48.1
Owatonna,Steele,2012,5,62.8
Owatonna,Steele,2012,6,70.4
Owatonna,Steele,2012,7,77.7
Owatonna,Steele,2012,8,69.6
Owatonna,Steele,2012,9,61.3
Owatonna,Steele,2012,10,45.8
Owatonna,Steele,2012,11,35.7
Owatonna,Steele,2012,12,22.5
Owatonna,Steele,2013,1,15.7
Owatonna,Steele,2013,2,15.9
Owatonna,Steele,2013,3,23.2
Owatonna,Steele,2013,4,38
Owatonna,Steele,2013,5,55.2
Owatonna,Steele,2013,6,67.3
Owatonna,Steele,2013,7,71.8
Owatonna,Steele,2013,8,70.5
Owatonna,Steele,2013,9,64.9
Owatonna,Steele,2013,10,48.1
Owatonna,Steele,2013,11,31.2
Owatonna,Steele,2013,12,12.8
Owatonna,Steele,2014,1,3.6
Owatonna,Steele,2014,2,6.2
Owatonna,Steele,2014,3,22.5
Owatonna,Steele,2014,4,42.2
Owatonna,Steele,2014,5,56.7
Owatonna,Steele,2014,6,68.5
Owatonna,Steele,2014,7,68.8
Owatonna,Steele,2014,8,71.2
Owatonna,Steele,2014,9,61.2
Owatonna,Steele,2014,10,47.2
Owatonna,Steele,2014,11,24.3
Owatonna,Steele,2014,12,23.4
Owatonna,Steele,2015,1,16.1
Owatonna,Steele,2015,2,9
Owatonna,Steele,2015,3,31
Owatonna,Steele,2015,4,46.6
Owatonna,Steele,2015,5,53
Owatonna,Steele,2015,6,67.1
Owatonna,Steele,2015,7,71.2
Owatonna,Steele,2015,8,68.1
Owatonna,Steele,2015,9,67.3
Owatonna,Steele,2015,10,51
Owatonna,Steele,2015,11,40.7
Owatonna,Steele,2015,12,29.2
Owatonna,Steele,2016,1,14.8
Owatonna,Steele,2016,2,22.9
Owatonna,Steele,2016,3,38.6
Owatonna,Steele,2016,4,47.6
Owatonna,Steele,2016,5,58.5
Owatonna,Steele,2016,6,70.2
Owatonna,Steele,2016,7,72.1
Owatonna,Steele,2016,8,71.4
Owatonna,Steele,2016,9,65.4
Owatonna,Steele,2016,10,51.8
Owatonna,Steele,2016,11,42.8
Owatonna,Steele,2016,12,18.5
Red Wing,Goodhue,2007,1,19.8
Red Wing,Goodhue,2007,2,11.1
Red Wing,Goodhue,2007,3,35.9
Red Wing,Goodhue,2007,4,45.9
Red Wing,Goodhue,2007,5,62.3
Red Wing,Goodhue,2007,6,70.5
Red Wing,Goodhue,2007,7,72.7
Red Wing,Goodhue,2007,8,70.5
Red Wing,Goodhue,2007,9,63.7
Red Wing,Goodhue,2007,10,55
Red Wing,Goodhue,2007,11,34.9
Red Wing,Goodhue,2007,12,15.9
Red Wing,Goodhue,2008,1,12.1
Red Wing,Goodhue,2008,2,13
Red Wing,Goodhue,2008,3,26.8
Red Wing,Goodhue,2008,4,43.2
Red Wing,Goodhue,2008,5,55.4
Red Wing,Goodhue,2008,6,67.5
Red Wing,Goodhue,2008,7,72.6
Red Wing,Goodhue,2008,8,69.3
Red Wing,Goodhue,2008,9,63.7
Red Wing,Goodhue,2008,10,49.6
Red Wing,Goodhue,2008,11,34.2
Red Wing,Goodhue,2008,12,12.7
Red Wing,Goodhue,2009,1,4.8
Red Wing,Goodhue,2009,2,20.4
Red Wing,Goodhue,2009,3,30.5
Red Wing,Goodhue,2009,4,46.7
Red Wing,Goodhue,2009,5,58.3
Red Wing,Goodhue,2009,6,65
Red Wing,Goodhue,2009,7,66.6
Red Wing,Goodhue,2009,8,67.9
Red Wing,Goodhue,2009,9,64.9
Red Wing,Goodhue,2009,10,43.4
Red Wing,Goodhue,2009,11,41
Red Wing,Goodhue,2009,12,18.2
Red Wing,Goodhue,2010,1,11.1
Red Wing,Goodhue,2010,2,16
Red Wing,Goodhue,2010,3,38.4
Red Wing,Goodhue,2010,4,53.6
Red Wing,Goodhue,2010,5,59.3
Red Wing,Goodhue,2010,6,68.1
Red Wing,Goodhue,2010,7,74.6
Red Wing,Goodhue,2010,8,74.9
Red Wing,Goodhue,2010,9,59.7
Red Wing,Goodhue,2010,10,53.3
Red Wing,Goodhue,2010,11,35.4
Red Wing,Goodhue,2010,12,15.5
Red Wing,Goodhue,2011,1,10.1
Red Wing,Goodhue,2011,2,16.8
Red Wing,Goodhue,2011,3,28.2
Red Wing,Goodhue,2011,4,44.8
Red Wing,Goodhue,2011,5,57.1
Red Wing,Goodhue,2011,6,67.5
Red Wing,Goodhue,2011,7,77.4
Red Wing,Goodhue,2011,8,72
Red Wing,Goodhue,2011,9,61
Red Wing,Goodhue,2011,10,53.3
Red Wing,Goodhue,2011,11,38.4
Red Wing,Goodhue,2011,12,26
Red Wing,Goodhue,2012,1,22
Red Wing,Goodhue,2012,2,26.8
Red Wing,Goodhue,2012,3,48
Red Wing,Goodhue,2012,4,48.4
Red Wing,Goodhue,2012,5,63.1
Red Wing,Goodhue,2012,6,70.8
Red Wing,Goodhue,2012,7,78
Red Wing,Goodhue,2012,8,70.1
Red Wing,Goodhue,2012,9,61
Red Wing,Goodhue,2012,10,46.4
Red Wing,Goodhue,2012,11,36.4
Red Wing,Goodhue,2012,12,23.6
Red Wing,Goodhue,2013,1,16.5
Red Wing,Goodhue,2013,2,17.5
Red Wing,Goodhue,2013,3,25
Red Wing,Goodhue,2013,4,39.2
Red Wing,Goodhue,2013,5,56.5
Red Wing,Goodhue,2013,6,68
Red Wing,Goodhue,2013,7,73.2
Red Wing,Goodhue,2013,8,71.6
Red Wing,Goodhue,2013,9,64.9
Red Wing,Goodhue,2013,10,48.4
Red Wing,Goodhue,2013,11,31.8
Red Wing,Goodhue,2013,12,12.8
Red Wing,Goodhue,2014,1,7.6
Red Wing,Goodhue,2014,2,5.6
Red Wing,Goodhue,2014,3,23.2
Red Wing,Goodhue,2014,4,42.5
Red Wing,Goodhue,2014,5,57.7
Red Wing,Goodhue,2014,6,70.1
Red Wing,Goodhue,2014,7,70.9
Red Wing,Goodhue,2014,8,72.4
Red Wing,Goodhue,2014,9,62.5
Red Wing,Goodhue,2014,10,48.2
Red Wing,Goodhue,2014,11,26.3
Red Wing,Goodhue,2014,12,24.4
Red Wing,Goodhue,2015,1,17.4
Red Wing,Goodhue,2015,2,9.5
Red Wing,Goodhue,2015,3,32.4
Red Wing,Goodhue,2015,4,48.3
Red Wing,Goodhue,2015,5,58.5
Red Wing,Goodhue,2015,6,68.6
Red Wing,Goodhue,2015,7,72.1
Red Wing,Goodhue,2015,8,69.3
Red Wing,Goodhue,2015,9,67.8
Red Wing,Goodhue,2015,10,50.9
Red Wing,Goodhue,2015,11,41.5
Red Wing,Goodhue,2015,12,31.4
Red Wing,Goodhue,2016,1,15.7
Red Wing,Goodhue,2016,2,23.2
Red Wing,Goodhue,2016,3,40
Red Wing,Goodhue,2016,4,47.4
Red Wing,Goodhue,2016,5,58.7
Red Wing,Goodhue,2016,6,69.4
Red Wing,Goodhue,2016,7,73.5
Red Wing,Goodhue,2016,8,72.4
Red Wing,Goodhue,2016,9,65.5
Red Wing,Goodhue,2016,10,53
Red Wing,Goodhue,2016,11,43.6
Red Wing,Goodhue,2016,12,20.7
Redwood Falls,Redwood,2007,1,17.8
Redwood Falls,Redwood,2007,2,11.7
Redwood Falls,Redwood,2007,3,35.8
Redwood Falls,Redwood,2007,4,44.7
Redwood Falls,Redwood,2007,5,62.8
Redwood Falls,Redwood,2007,6,70
Redwood Falls,Redwood,2007,7,74.1
Redwood Falls,Redwood,2007,8,70.2
Redwood Falls,Redwood,2007,9,63.3
Redwood Falls,Redwood,2007,10,53.1
Redwood Falls,Redwood,2007,11,33.1
Redwood Falls,Redwood,2007,12,13.9
Redwood Falls,Redwood,2008,1,11.4
Redwood Falls,Redwood,2008,2,13.2
Redwood Falls,Redwood,2008,3,27.7
Redwood Falls,Redwood,2008,4,42.7
Redwood Falls,Redwood,2008,5,56.2
Redwood Falls,Redwood,2008,6,66.7
Redwood Falls,Redwood,2008,7,73.2
Redwood Falls,Redwood,2008,8,70.5
Redwood Falls,Redwood,2008,9,62.8
Redwood Falls,Redwood,2008,10,50.3
Redwood Falls,Redwood,2008,11,34.8
Redwood Falls,Redwood,2008,12,13
Redwood Falls,Redwood,2009,1,10
Redwood Falls,Redwood,2009,2,20
Redwood Falls,Redwood,2009,3,31.5
Redwood Falls,Redwood,2009,4,46.6
Redwood Falls,Redwood,2009,5,60
Redwood Falls,Redwood,2009,6,67.1
Redwood Falls,Redwood,2009,7,68.9
Redwood Falls,Redwood,2009,8,68.3
Redwood Falls,Redwood,2009,9,64.4
Redwood Falls,Redwood,2009,10,42
Redwood Falls,Redwood,2009,11,41.2
Redwood Falls,Redwood,2009,12,14.1
Redwood Falls,Redwood,2010,1,9.2
Redwood Falls,Redwood,2010,2,13.3
Redwood Falls,Redwood,2010,3,36.6
Redwood Falls,Redwood,2010,4,54.1
Redwood Falls,Redwood,2010,5,59.5
Redwood Falls,Redwood,2010,6,68.6
Redwood Falls,Redwood,2010,7,74
Redwood Falls,Redwood,2010,8,74.4
Redwood Falls,Redwood,2010,9,59.7
Redwood Falls,Redwood,2010,10,52.1
Redwood Falls,Redwood,2010,11,33.3
Redwood Falls,Redwood,2010,12,13.1
Redwood Falls,Redwood,2011,1,8.3
Redwood Falls,Redwood,2011,2,14.4
Redwood Falls,Redwood,2011,3,25.5
Redwood Falls,Redwood,2011,4,44.8
Redwood Falls,Redwood,2011,5,57.5
Redwood Falls,Redwood,2011,6,68.8
Redwood Falls,Redwood,2011,7,77.3
Redwood Falls,Redwood,2011,8,71.5
Redwood Falls,Redwood,2011,9,60.8
Redwood Falls,Redwood,2011,10,52.9
Redwood Falls,Redwood,2011,11,36.1
Redwood Falls,Redwood,2011,12,26.6
Redwood Falls,Redwood,2012,1,23.6
Redwood Falls,Redwood,2012,2,26.3
Redwood Falls,Redwood,2012,3,46.5
Redwood Falls,Redwood,2012,4,50.3
Redwood Falls,Redwood,2012,5,63.1
Redwood Falls,Redwood,2012,6,71.5
Redwood Falls,Redwood,2012,7,79.4
Redwood Falls,Redwood,2012,8,70.3
Redwood Falls,Redwood,2012,9,62.3
Redwood Falls,Redwood,2012,10,46.7
Redwood Falls,Redwood,2012,11,36.3
Redwood Falls,Redwood,2012,12,18.8
Redwood Falls,Redwood,2013,1,15.1
Redwood Falls,Redwood,2013,2,16.3
Redwood Falls,Redwood,2013,3,23.2
Redwood Falls,Redwood,2013,4,38.6
Redwood Falls,Redwood,2013,5,56.4
Redwood Falls,Redwood,2013,6,68
Redwood Falls,Redwood,2013,7,73.1
Redwood Falls,Redwood,2013,8,72.1
Redwood Falls,Redwood,2013,9,66.3
Redwood Falls,Redwood,2013,10,47.6
Redwood Falls,Redwood,2013,11,31.4
Redwood Falls,Redwood,2013,12,11
Redwood Falls,Redwood,2014,1,9.5
Redwood Falls,Redwood,2014,2,8.9
Redwood Falls,Redwood,2014,3,27
Redwood Falls,Redwood,2014,4,43.1
Redwood Falls,Redwood,2014,5,58.5
Redwood Falls,Redwood,2014,6,69.1
Redwood Falls,Redwood,2014,7,70.5
Redwood Falls,Redwood,2014,8,71.7
Redwood Falls,Redwood,2014,9,62.1
Redwood Falls,Redwood,2014,10,49.6
Redwood Falls,Redwood,2014,11,24
Redwood Falls,Redwood,2014,12,24.3
Redwood Falls,Redwood,2015,1,19.6
Redwood Falls,Redwood,2015,2,12.3
Redwood Falls,Redwood,2015,3,36.5
Redwood Falls,Redwood,2015,4,49.2
Redwood Falls,Redwood,2015,5,58.4
Redwood Falls,Redwood,2015,6,69.9
Redwood Falls,Redwood,2015,7,72.5
Redwood Falls,Redwood,2015,8,69.1
Redwood Falls,Redwood,2015,9,67.8
Redwood Falls,Redwood,2015,10,52.6
Redwood Falls,Redwood,2015,11,40.6
Redwood Falls,Redwood,2015,12,27.1
Redwood Falls,Redwood,2016,1,16.7
Redwood Falls,Redwood,2016,2,24.9
Redwood Falls,Redwood,2016,3,40.2
Redwood Falls,Redwood,2016,4,49
Redwood Falls,Redwood,2016,5,60.5
Redwood Falls,Redwood,2016,6,70.8
Redwood Falls,Redwood,2016,7,72.9
Redwood Falls,Redwood,2016,8,71.2
Redwood Falls,Redwood,2016,9,64.9
Redwood Falls,Redwood,2016,10,51.5
Redwood Falls,Redwood,2016,11,42.7
Redwood Falls,Redwood,2016,12,19.1
St Cloud,Stearns,2007,1,17.1
St Cloud,Stearns,2007,2,10.7
St Cloud,Stearns,2007,3,34
St Cloud,Stearns,2007,4,43.8
St Cloud,Stearns,2007,5,61.1
St Cloud,Stearns,2007,6,69
St Cloud,Stearns,2007,7,72.3
St Cloud,Stearns,2007,8,68.2
St Cloud,Stearns,2007,9,61
St Cloud,Stearns,2007,10,50.9
St Cloud,Stearns,2007,11,31.2
St Cloud,Stearns,2007,12,11.5
St Cloud,Stearns,2008,1,9.3
St Cloud,Stearns,2008,2,10.8
St Cloud,Stearns,2008,3,24.6
St Cloud,Stearns,2008,4,41
St Cloud,Stearns,2008,5,53.4
St Cloud,Stearns,2008,6,65
St Cloud,Stearns,2008,7,70.4
St Cloud,Stearns,2008,8,68.4
St Cloud,Stearns,2008,9,59.4
St Cloud,Stearns,2008,10,47.1
St Cloud,Stearns,2008,11,31.9
St Cloud,Stearns,2008,12,8.5
St Cloud,Stearns,2009,1,3.3
St Cloud,Stearns,2009,2,16.4
St Cloud,Stearns,2009,3,27.5
St Cloud,Stearns,2009,4,44.2
St Cloud,Stearns,2009,5,55.3
St Cloud,Stearns,2009,6,63.4
St Cloud,Stearns,2009,7,66
St Cloud,Stearns,2009,8,65.9
St Cloud,Stearns,2009,9,63.3
St Cloud,Stearns,2009,10,40.9
St Cloud,Stearns,2009,11,39.4
St Cloud,Stearns,2009,12,14.4
St Cloud,Stearns,2010,1,9.7
St Cloud,Stearns,2010,2,15.4
St Cloud,Stearns,2010,3,37.6
St Cloud,Stearns,2010,4,51.1
St Cloud,Stearns,2010,5,57.1
St Cloud,Stearns,2010,6,65.7
St Cloud,Stearns,2010,7,72.2
St Cloud,Stearns,2010,8,72.7
St Cloud,Stearns,2010,9,56.8
St Cloud,Stearns,2010,10,49.5
St Cloud,Stearns,2010,11,32.5
St Cloud,Stearns,2010,12,13.1
St Cloud,Stearns,2011,1,7.6
St Cloud,Stearns,2011,2,14.1
St Cloud,Stearns,2011,3,24.3
St Cloud,Stearns,2011,4,43.7
St Cloud,Stearns,2011,5,55.6
St Cloud,Stearns,2011,6,65.4
St Cloud,Stearns,2011,7,75.1
St Cloud,Stearns,2011,8,69.6
St Cloud,Stearns,2011,9,58.9
St Cloud,Stearns,2011,10,51
St Cloud,Stearns,2011,11,34.1
St Cloud,Stearns,2011,12,25.1
St Cloud,Stearns,2012,1,20.2
St Cloud,Stearns,2012,2,24.7
St Cloud,Stearns,2012,3,43.9
St Cloud,Stearns,2012,4,47.7
St Cloud,Stearns,2012,5,60.3
St Cloud,Stearns,2012,6,68.8
St Cloud,Stearns,2012,7,76.5
St Cloud,Stearns,2012,8,67.8
St Cloud,Stearns,2012,9,59.6
St Cloud,Stearns,2012,10,44.4
St Cloud,Stearns,2012,11,32.9
St Cloud,Stearns,2012,12,17.9
St Cloud,Stearns,2013,1,13.2
St Cloud,Stearns,2013,2,14.8
St Cloud,Stearns,2013,3,21.9
St Cloud,Stearns,2013,4,36.2
St Cloud,Stearns,2013,5,54.4
St Cloud,Stearns,2013,6,65.1
St Cloud,Stearns,2013,7,70.8
St Cloud,Stearns,2013,8,69.7
St Cloud,Stearns,2013,9,62.9
St Cloud,Stearns,2013,10,44.9
St Cloud,Stearns,2013,11,28.8
St Cloud,Stearns,2013,12,6.2
St Cloud,Stearns,2014,1,4.7
St Cloud,Stearns,2014,2,5.5
St Cloud,Stearns,2014,3,22.5
St Cloud,Stearns,2014,4,40.8
St Cloud,Stearns,2014,5,57.6
St Cloud,Stearns,2014,6,68.3
St Cloud,Stearns,2014,7,70.2
St Cloud,Stearns,2014,8,71.2
St Cloud,Stearns,2014,9,61.2
St Cloud,Stearns,2014,10,48.2
St Cloud,Stearns,2014,11,22.9
St Cloud,Stearns,2014,12,24.1
St Cloud,Stearns,2015,1,16.5
St Cloud,Stearns,2015,2,8.7
St Cloud,Stearns,2015,3,32.4
St Cloud,Stearns,2015,4,46.4
St Cloud,Stearns,2015,5,55.1
St Cloud,Stearns,2015,6,66.2
St Cloud,Stearns,2015,7,70.7
St Cloud,Stearns,2015,8,67.1
St Cloud,Stearns,2015,9,64.8
St Cloud,Stearns,2015,10,48.6
St Cloud,Stearns,2015,11,38.1
St Cloud,Stearns,2015,12,26.5
St Cloud,Stearns,2016,1,13.9
St Cloud,Stearns,2016,2,22.3
St Cloud,Stearns,2016,3,38.3
St Cloud,Stearns,2016,4,44.8
St Cloud,Stearns,2016,5,57.1
St Cloud,Stearns,2016,6,67.3
St Cloud,Stearns,2016,7,70.4
St Cloud,Stearns,2016,8,69.3
St Cloud,Stearns,2016,9,61.7
St Cloud,Stearns,2016,10,48.9
St Cloud,Stearns,2016,11,40.1
St Cloud,Stearns,2016,12,17.5
St James,Watonwan,2007,1,17.3
St James,Watonwan,2007,2,11.6
St James,Watonwan,2007,3,35.3
St James,Watonwan,2007,4,44
St James,Watonwan,2007,5,62.4
St James,Watonwan,2007,6,70.4
St James,Watonwan,2007,7,73.1
St James,Watonwan,2007,8,69.8
St James,Watonwan,2007,9,61.6
St James,Watonwan,2007,10,50
St James,Watonwan,2007,11,34.6
St James,Watonwan,2007,12,M
St James,Watonwan,2008,1,M
St James,Watonwan,2008,2,13
St James,Watonwan,2008,3,27.3
St James,Watonwan,2008,4,42.1
St James,Watonwan,2008,5,55.3
St James,Watonwan,2008,6,67
St James,Watonwan,2008,7,72.4
St James,Watonwan,2008,8,69.4
St James,Watonwan,2008,9,61.6
St James,Watonwan,2008,10,49
St James,Watonwan,2008,11,32.2
St James,Watonwan,2008,12,13
St James,Watonwan,2009,1,8.2
St James,Watonwan,2009,2,19.4
St James,Watonwan,2009,3,29.9
St James,Watonwan,2009,4,44.4
St James,Watonwan,2009,5,58.3
St James,Watonwan,2009,6,65.6
St James,Watonwan,2009,7,67.1
St James,Watonwan,2009,8,67
St James,Watonwan,2009,9,62.8
St James,Watonwan,2009,10,41.7
St James,Watonwan,2009,11,40.6
St James,Watonwan,2009,12,13.7
St James,Watonwan,2010,1,7.7
St James,Watonwan,2010,2,12.3
St James,Watonwan,2010,3,34.2
St James,Watonwan,2010,4,52.9
St James,Watonwan,2010,5,58
St James,Watonwan,2010,6,67.7
St James,Watonwan,2010,7,73.6
St James,Watonwan,2010,8,74.6
St James,Watonwan,2010,9,58
St James,Watonwan,2010,10,M
St James,Watonwan,2010,11,32.7
St James,Watonwan,2010,12,14.2
St James,Watonwan,2011,1,8.5
St James,Watonwan,2011,2,14.8
St James,Watonwan,2011,3,26.8
St James,Watonwan,2011,4,43.8
St James,Watonwan,2011,5,56.2
St James,Watonwan,2011,6,68.8
St James,Watonwan,2011,7,76.9
St James,Watonwan,2011,8,71.5
St James,Watonwan,2011,9,59.8
St James,Watonwan,2011,10,55.3
St James,Watonwan,2011,11,38.9
St James,Watonwan,2011,12,26.5
St James,Watonwan,2012,1,21.8
St James,Watonwan,2012,2,27.1
St James,Watonwan,2012,3,49.2
St James,Watonwan,2012,4,52
St James,Watonwan,2012,5,65.6
St James,Watonwan,2012,6,72.4
St James,Watonwan,2012,7,78.8
St James,Watonwan,2012,8,71
St James,Watonwan,2012,9,62.9
St James,Watonwan,2012,10,46.9
St James,Watonwan,2012,11,37.5
St James,Watonwan,2012,12,20.9
St James,Watonwan,2013,1,16.1
St James,Watonwan,2013,2,18.3
St James,Watonwan,2013,3,25.2
St James,Watonwan,2013,4,40.1
St James,Watonwan,2013,5,57.6
St James,Watonwan,2013,6,69.6
St James,Watonwan,2013,7,73.4
St James,Watonwan,2013,8,70.7
St James,Watonwan,2013,9,66.6
St James,Watonwan,2013,10,49.1
St James,Watonwan,2013,11,31.7
St James,Watonwan,2013,12,11.8
St James,Watonwan,2014,1,9.7
St James,Watonwan,2014,2,8.6
St James,Watonwan,2014,3,25.2
St James,Watonwan,2014,4,43.8
St James,Watonwan,2014,5,57.1
St James,Watonwan,2014,6,68.7
St James,Watonwan,2014,7,69.5
St James,Watonwan,2014,8,70.5
St James,Watonwan,2014,9,61.9
St James,Watonwan,2014,10,48.5
St James,Watonwan,2014,11,24.7
St James,Watonwan,2014,12,22.9
St James,Watonwan,2015,1,18
St James,Watonwan,2015,2,11.2
St James,Watonwan,2015,3,34.4
St James,Watonwan,2015,4,47.8
St James,Watonwan,2015,5,57.8
St James,Watonwan,2015,6,68
St James,Watonwan,2015,7,71.2
St James,Watonwan,2015,8,68
St James,Watonwan,2015,9,66.4
St James,Watonwan,2015,10,50.7
St James,Watonwan,2015,11,39.8
St James,Watonwan,2015,12,26.9
St James,Watonwan,2016,1,14.8
St James,Watonwan,2016,2,23.8
St James,Watonwan,2016,3,38.2
St James,Watonwan,2016,4,47.6
St James,Watonwan,2016,5,58.9
St James,Watonwan,2016,6,72.5
St James,Watonwan,2016,7,75.2
St James,Watonwan,2016,8,72.9
St James,Watonwan,2016,9,65.4
St James,Watonwan,2016,10,51.1
St James,Watonwan,2016,11,43
St James,Watonwan,2016,12,18.7
St Peter,Nicollet,2007,1,19.2
St Peter,Nicollet,2007,2,12.1
St Peter,Nicollet,2007,3,36
St Peter,Nicollet,2007,4,45.5
St Peter,Nicollet,2007,5,63.1
St Peter,Nicollet,2007,6,70.9
St Peter,Nicollet,2007,7,74.5
St Peter,Nicollet,2007,8,70.4
St Peter,Nicollet,2007,9,63.7
St Peter,Nicollet,2007,10,53.8
St Peter,Nicollet,2007,11,34.8
St Peter,Nicollet,2007,12,15.4
St Peter,Nicollet,2008,1,11.4
St Peter,Nicollet,2008,2,14.7
St Peter,Nicollet,2008,3,28
St Peter,Nicollet,2008,4,42.9
St Peter,Nicollet,2008,5,56.3
St Peter,Nicollet,2008,6,67.4
St Peter,Nicollet,2008,7,72.9
St Peter,Nicollet,2008,8,69.8
St Peter,Nicollet,2008,9,63.1
St Peter,Nicollet,2008,10,50.3
St Peter,Nicollet,2008,11,39.9
St Peter,Nicollet,2008,12,M
St Peter,Nicollet,2009,1,M
St Peter,Nicollet,2009,2,M
St Peter,Nicollet,2009,3,30.4
St Peter,Nicollet,2009,4,M
St Peter,Nicollet,2009,5,58
St Peter,Nicollet,2009,6,65.6
St Peter,Nicollet,2009,7,67.2
St Peter,Nicollet,2009,8,67.3
St Peter,Nicollet,2009,9,64.2
St Peter,Nicollet,2009,10,41.9
St Peter,Nicollet,2009,11,40.3
St Peter,Nicollet,2009,12,15.2
St Peter,Nicollet,2010,1,8
St Peter,Nicollet,2010,2,12
St Peter,Nicollet,2010,3,36.4
St Peter,Nicollet,2010,4,53.3
St Peter,Nicollet,2010,5,58.5
St Peter,Nicollet,2010,6,67.4
St Peter,Nicollet,2010,7,73.6
St Peter,Nicollet,2010,8,74
St Peter,Nicollet,2010,9,58.7
St Peter,Nicollet,2010,10,51.4
St Peter,Nicollet,2010,11,33.1
St Peter,Nicollet,2010,12,13.6
St Peter,Nicollet,2011,1,8.2
St Peter,Nicollet,2011,2,15.4
St Peter,Nicollet,2011,3,26.4
St Peter,Nicollet,2011,4,43.7
St Peter,Nicollet,2011,5,56.8
St Peter,Nicollet,2011,6,68
St Peter,Nicollet,2011,7,76.5
St Peter,Nicollet,2011,8,70.2
St Peter,Nicollet,2011,9,59.6
St Peter,Nicollet,2011,10,51.9
St Peter,Nicollet,2011,11,36.3
St Peter,Nicollet,2011,12,24.7
St Peter,Nicollet,2012,1,22
St Peter,Nicollet,2012,2,25.4
St Peter,Nicollet,2012,3,46.4
St Peter,Nicollet,2012,4,48.3
St Peter,Nicollet,2012,5,62
St Peter,Nicollet,2012,6,69.4
St Peter,Nicollet,2012,7,78
St Peter,Nicollet,2012,8,69
St Peter,Nicollet,2012,9,59.1
St Peter,Nicollet,2012,10,45.5
St Peter,Nicollet,2012,11,36.7
St Peter,Nicollet,2012,12,21.5
St Peter,Nicollet,2013,1,16.3
St Peter,Nicollet,2013,2,16.4
St Peter,Nicollet,2013,3,23.9
St Peter,Nicollet,2013,4,37.4
St Peter,Nicollet,2013,5,55.6
St Peter,Nicollet,2013,6,66.6
St Peter,Nicollet,2013,7,71.7
St Peter,Nicollet,2013,8,70
St Peter,Nicollet,2013,9,64
St Peter,Nicollet,2013,10,47.4
St Peter,Nicollet,2013,11,30.1
St Peter,Nicollet,2013,12,11.8
St Peter,Nicollet,2014,1,7.2
St Peter,Nicollet,2014,2,6.1
St Peter,Nicollet,2014,3,23.4
St Peter,Nicollet,2014,4,42.5
St Peter,Nicollet,2014,5,56.9
St Peter,Nicollet,2014,6,68.6
St Peter,Nicollet,2014,7,69.3
St Peter,Nicollet,2014,8,71
St Peter,Nicollet,2014,9,60.7
St Peter,Nicollet,2014,10,47.6
St Peter,Nicollet,2014,11,24
St Peter,Nicollet,2014,12,23.1
St Peter,Nicollet,2015,1,16.5
St Peter,Nicollet,2015,2,9.8
St Peter,Nicollet,2015,3,33.5
St Peter,Nicollet,2015,4,47.7
St Peter,Nicollet,2015,5,57.7
St Peter,Nicollet,2015,6,67.1
St Peter,Nicollet,2015,7,70.6
St Peter,Nicollet,2015,8,67.4
